HGNCID	Status	ApprovedSymbol	ApprovedName	PreviousSymbols	AliasSymbol	EnsemblGeneID	UCSCGeneID	RefSeqAccession	UniProtAccession
HGNC:53425	Approved	LINC02477	long intergenic non-protein coding RNA 2477			ENSG00000249425		XR_001741914	
HGNC:49089	Approved	LINCMD1	"long intergenic non-protein coding RNA, muscle differentiation 1"	MIR133BHG|LINC-MD1		ENSG00000225613		NR_131248	
HGNC:21205	Approved	LINGO1	leucine rich repeat and Ig domain containing 1	LRRN6A	FLJ14594|LERN1	ENSG00000169783	uc059lzw.1	NM_032808	Q96FE5
HGNC:27368	Approved	LINGO1-AS1	LINGO1 antisense RNA 1			ENSG00000259666		NR_045123	
HGNC:51423	Approved	LINGO1-AS2	LINGO1 antisense RNA 2			ENSG00000259281		NR_120361	
HGNC:21207	Approved	LINGO2	leucine rich repeat and Ig domain containing 2	LRRN6C	LERN3	ENSG00000174482	uc064smp.1	NM_152570	Q7L985
HGNC:21206	Approved	LINGO3	leucine rich repeat and Ig domain containing 3	LRRN6B	LERN2	ENSG00000220008	uc060rka.1	NM_001101391	P0C6S8
HGNC:31814	Approved	LINGO4	leucine rich repeat and Ig domain containing 4	LRRN6D		ENSG00000213171	uc001ezf.2	XM_291387	Q6UY18
HGNC:53170	Approved	LINP1	lncRNA in non-homologous end joining pathway 1			ENSG00000223784		NR_138480	
HGNC:30922	Approved	LINS1	lines homolog 1	LINS	WINS1	ENSG00000140471		NM_018148	Q8NG48
HGNC:6617	Approved	LIPA	"lipase A, lysosomal acid type"		LAL|CESD	ENSG00000107798	uc001kga.6	NM_000235	P38571
HGNC:6618	Approved	LIPB	"lipase B, lysosomal acid type"						
HGNC:6619	Approved	LIPC	"lipase C, hepatic type"		HL|HTGL	ENSG00000166035	uc010bga.3	NM_000236	P11150
HGNC:52294	Approved	LIPC-AS1	LIPC antisense RNA 1			ENSG00000259293		NR_120338	
HGNC:6621	Approved	LIPE	"lipase E, hormone sensitive type"		HSL	ENSG00000079435	uc002otr.4	NM_005357	Q05469
HGNC:48589	Approved	LIPE-AS1	LIPE antisense RNA 1			ENSG00000213904		NR_073179	
HGNC:6622	Approved	LIPF	"lipase F, gastric type"		HGL|HLAL	ENSG00000182333	uc001kfg.3	NM_001198828	P07098
HGNC:6623	Approved	LIPG	"lipase G, endothelial type"		EDL	ENSG00000101670	uc002ldv.4	NM_006033	Q9Y5X9
HGNC:18483	Approved	LIPH	lipase H		mPA-PLA1|PLA1B|mPA-PLA1alpha|LPDLR	ENSG00000163898	uc003fpm.4	NM_139248	Q8WWY8
HGNC:18821	Approved	LIPI	lipase I		PRED5|LPDL|CT17|mPA-PLA1beta|PLA1C	ENSG00000188992	uc061zbf.1	NM_198996	Q6XZB0
HGNC:21773	Approved	LIPJ	lipase family member J	LIPL1	bA425M17.2	ENSG00000204022	uc001kff.3	XM_084377	Q5W064
HGNC:23444	Approved	LIPK	lipase family member K	LIPL2	bA186O14.2	ENSG00000204021	uc010qmv.3	XM_061222	Q5VXJ0
HGNC:23455	Approved	LIPM	lipase family member M	LIPL3	bA304I5.1	ENSG00000173239	uc009xtm.2	XM_291663	Q5VYY2
HGNC:23452	Approved	LIPN	lipase family member N	LIPL4	bA186O14.3	ENSG00000204020	uc010qmw.2	XM_926751	Q5VXI9
HGNC:29569	Approved	LIPT1	lipoyltransferase 1		MGC12290|MGC13378	ENSG00000144182	uc002szo.5	NM_015929	Q9Y234
HGNC:39278	Approved	LIPT1P1	lipoyltransferase 1 pseudogene 1			ENSG00000229975		NG_021973	
HGNC:37216	Approved	LIPT2	lipoyl(octanoyl) transferase 2 (putative)			ENSG00000175536	uc010rrk.3	NM_001144869	A6NK58
HGNC:16841	Approved	LITAF	lipopolysaccharide induced TNF factor		PIG7|SIMPLE|FLJ38636|TP53I7	ENSG00000189067	uc059qvo.1	NM_004862	Q99732
HGNC:53130	Approved	LIVAR	liver cell viability associated lncRNA		lnc18q22.2	ENSG00000266304		XR_430113	
HGNC:18581	Approved	LIX1	limb and CNS expressed 1	C5orf11	Lft	ENSG00000145721	uc003kmy.5	NM_153234	Q8N485
HGNC:52976	Approved	LIX1-AS1	LIX1 and RIOK2 antisense RNA 1			ENSG00000251513		XR_001742814	
HGNC:28715	Approved	LIX1L	limb and CNS expressed 1 like		MGC46719	ENSG00000271601	uc001enr.5	NM_153713	Q8IVB5
HGNC:41210	Approved	LIX1L-AS1	LIX1L antisense RNA 1			ENSG00000234222		XR_001737729	
HGNC:33718	Approved	LKAAEAR1	LKAAEAR motif containing 1	C20orf201		ENSG00000171695		NM_001007125	Q8TD35
HGNC:6628	Approved	LLGL1	"LLGL1, scribble cell polarity complex component"	DLG4|LLGL|HUGL|HUGL-1	Lgl1|Mgl1	ENSG00000131899	uc002gsp.4	NM_004140	Q15334
HGNC:6629	Approved	LLGL2	"LLGL2, scribble cell polarity complex component"		HGL|Hugl-2	ENSG00000073350	uc002joh.4	NM_004524	Q6P1M3
HGNC:28229	Approved	LLPH	"LLP homolog, long-term synaptic facilitation"	C12orf31	MGC14817|hLLP	ENSG00000139233	uc010ssw.3	NM_032338	Q9BRT6
HGNC:50493	Approved	LLPH-AS1	LLPH antisense RNA 1 (head to head)			ENSG00000239335		NR_125724	
HGNC:50491	Approved	LLPHP1	"LLP homolog, long-term synaptic facilitation pseudogene 1"			ENSG00000270793		NG_043290	
HGNC:50492	Approved	LLPHP2	"LLP homolog, long-term synaptic facilitation pseudogene 2"			ENSG00000235514		NG_044256	
HGNC:6630	Entry Withdrawn	LLP	entry withdrawn						
HGNC:6631	Approved	LMAN1	"lectin, mannose binding 1"	F5F8D	MR60|ERGIC-53|ERGIC53|gp58|MCFD1|FMFD1	ENSG00000074695	uc002lhz.4	NM_005570	P49257
HGNC:6632	Approved	LMAN1L	"lectin, mannose binding 1 like"		ERGL|ERGIC-53L	ENSG00000140506	uc002ayt.2	NM_021819	Q9HAT1
HGNC:16986	Approved	LMAN2	"lectin, mannose binding 2"	C5orf8	GP36B|VIP36	ENSG00000169223	uc003mge.4	NM_006816	Q12907
HGNC:19263	Approved	LMAN2L	"lectin, mannose binding 2 like"		DKFZp564L2423|VIPL	ENSG00000114988	uc002swu.4	NM_030805	Q9H0V9
HGNC:13243	Approved	LMBR1	limb development membrane protein 1	C7orf2	ACHP|FLJ11665|ZRS	ENSG00000105983	uc003wmw.5	NM_022458	Q8WVP7
HGNC:18268	Approved	LMBR1L	limb development membrane protein 1 like		FLJ10494|KIAA1174	ENSG00000139636	uc001rth.5	NM_018113	Q6UX01
HGNC:23038	Approved	LMBRD1	LMBR1 domain containing 1	C6orf209	FLJ11240|bA810I22.1|cblF	ENSG00000168216	uc003pfa.4	NM_018368	Q9NUN5
HGNC:25287	Approved	LMBRD2	LMBR1 domain containing 2		DKFZp434H2226	ENSG00000164187	uc003jka.2	NM_001007527	Q68DH5
HGNC:6633	Approved	LMCD1	LIM and cysteine rich domains 1			ENSG00000071282	uc010hci.4	NM_014583	Q9NZU5
HGNC:44477	Approved	LMCD1-AS1	LMCD1 antisense RNA 1 (head to head)			ENSG00000227110	uc062ggg.1	NR_033378	
HGNC:14154	Approved	LMF1	lipase maturation factor 1	C16orf26|TMEM112	FLJ12681|JFP11|FLJ22302|TMEM112A	ENSG00000103227	uc059otd.1	NM_022773	Q96S06
HGNC:50469	Approved	LMF1-AS1	LMF1 antisense RNA 1			ENSG00000260439		NR_110945	
HGNC:25096	Approved	LMF2	lipase maturation factor 2	TMEM153|TMEM112B		ENSG00000100258	uc003blp.3	NM_033200	Q9BU23
HGNC:15991	Approved	LMLN	leishmanolysin like peptidase		Gp63|Msp	ENSG00000185621	uc011buo.2	NM_033029	Q96KR4
HGNC:40738	Approved	LMLN-AS1	LMLN antisense RNA 1			ENSG00000232832	uc062shf.1	NR_046669	
HGNC:6636	Approved	LMNA	lamin A/C	LMN1|CMD1A|LGMD1B|PRO1|LMNL1	HGPS|MADA	ENSG00000160789	uc001fni.4	NM_170707	P02545
HGNC:6637	Approved	LMNB1	lamin B1			ENSG00000113368	uc003kud.3	NM_005573	P20700
HGNC:6638	Approved	LMNB2	lamin B2	LMN2		ENSG00000176619	uc002lvy.5	NM_032737	Q03252
HGNC:6640	Entry Withdrawn	LMNL2	entry withdrawn						
HGNC:26683	Approved	LMNTD1	lamin tail domain containing 1	IFLTD1	FLJ36004|Pas1c1	ENSG00000152936		NM_152590	Q8N9Z9
HGNC:28561	Approved	LMNTD2	lamin tail domain containing 2	C11orf35	MGC35138	ENSG00000185522		NM_173573	Q8IXW0
HGNC:6641	Approved	LMO1	LIM domain only 1	RBTN1	TTG1|RHOM1	ENSG00000166407	uc001mgg.3	NM_002315	P25800
HGNC:6642	Approved	LMO2	LIM domain only 2	RBTNL1	TTG2|RHOM2|RBTN2	ENSG00000135363	uc001mve.5	NM_005574	P25791
HGNC:6643	Approved	LMO3	LIM domain only 3	RBTNL2	Rhom-3|DAT1	ENSG00000048540	uc058lqc.1	NM_018640	Q8TAP4
HGNC:6644	Approved	LMO4	LIM domain only 4			ENSG00000143013	uc001dmi.4	NM_006769	P61968
HGNC:6646	Approved	LMO7	LIM domain 7	FBXO20	FBX20|KIAA0858	ENSG00000136153	uc010thv.4	NM_005358	Q8WWI1
HGNC:50277	Approved	LMO7-AS1	LMO7 antisense RNA 1		UCHL3-AS1	ENSG00000261105		NR_120410	
HGNC:39885	Entry Withdrawn	LMO7-IT1	entry withdrawn						
HGNC:44370	Approved	LMO7DN	LMO7 downstream neighbor	C13orf45		ENSG00000178734		NM_001257995	F2Z398
HGNC:49790	Approved	LMO7DN-IT1	LMO7DN intronic transcript 1	C13orf45-IT1	TCONS_00021569	ENSG00000223458		NR_126373	
HGNC:6647	Approved	LMOD1	leiomodin 1		64kD|D1|1D	ENSG00000163431	uc057oju.1	NM_012134	P29536
HGNC:6648	Approved	LMOD2	leiomodin 2			ENSG00000170807	uc003vky.3	NM_207163	Q6P5Q4
HGNC:6649	Approved	LMOD3	leiomodin 3			ENSG00000163380	uc003dns.3	XM_067529	Q0VAK6
HGNC:17880	Approved	LMTK2	lemur tyrosine kinase 2		KIAA1079|KPI2|KPI-2|cprk|LMR2|BREK|AATYK2|PPP1R100	ENSG00000164715	uc003upd.3	NM_014916	Q8IWU2
HGNC:19295	Approved	LMTK3	lemur tyrosine kinase 3		KIAA1883|LMR3|TYKLM3|PPP1R101	ENSG00000142235	uc002pjk.3	NM_052895	Q96Q04
HGNC:6653	Approved	LMX1A	LIM homeobox transcription factor 1 alpha	LMX1	LMX1.1	ENSG00000162761	uc021pdz.1	NM_177398	Q8TE12
HGNC:6654	Approved	LMX1B	LIM homeobox transcription factor 1 beta	NPS1		ENSG00000136944	uc004bqj.3	NM_001174146	O60663
HGNC:52746	Approved	LNCPRESS1	lncRNA p53 regulated and ESC associated 1		lncPRESS1	ENSG00000232301		XR_242321	
HGNC:52747	Approved	LNCPRESS2	lncRNA p53 regulated and ESC associated 2		lncPRESS2	ENSG00000249152		NR_125920	
HGNC:52753	Approved	LNCSRLR	lncRNA sorafenib resistance in renal cell carcinoma associated		lncRNA-SRLR	ENSG00000240032			
HGNC:28014	Approved	LNP1	leukemia NUP98 fusion partner 1		NP3	ENSG00000206535	uc003dtx.5	NM_001085451	A1A4G5
HGNC:6656	Approved	LNPEP	leucyl and cystinyl aminopeptidase		CAP|PLAP|P-LAP|IRAP	ENSG00000113441	uc003kmv.2	NM_005575	Q9UIQ6
HGNC:21610	Approved	LNPK	"lunapark, ER junction formation factor"	KIAA1715	Ul|LNP1|LNP	ENSG00000144320	uc002ukc.2	XM_042834	Q9C0E8
HGNC:6657	Approved	LNX1	ligand of numb-protein X 1	LNX	MPDZ|PDZRN2	ENSG00000072201	uc003hag.6	NM_001126328	Q8TBB1
HGNC:40345	Approved	LNX1-AS1	LNX1 antisense RNA 1			ENSG00000250930	uc062wpx.1	NR_046622	
HGNC:41450	Approved	LNX1-AS2	LNX1 antisense RNA 2			ENSG00000248494	uc031seg.2	NR_046827	
HGNC:20421	Approved	LNX2	ligand of numb-protein X 2	PDZRN1	MGC46315	ENSG00000139517	uc001url.5	NM_153371	Q8N448
HGNC:6661	Approved	LOH1CR1	"loss of heterozygosity, 1, chromosomal region 1"						
HGNC:26524	Approved	LOH12CR2	"loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)"		LOH2CR12	ENSG00000205791	uc001rak.4	NR_024061	
HGNC:6660	Approved	LOH19CR1	"loss of heterozygosity, 19, chromosomal region 1"		DBA				
HGNC:9479	Approved	LONP1	"lon peptidase 1, mitochondrial"	PRSS15	LonHS|hLON|PIM1	ENSG00000196365	uc002mcx.5	NM_004793	P36776
HGNC:20598	Approved	LONP2	"lon peptidase 2, peroxisomal"		MGC4840|LONP|LONPL	ENSG00000102910	uc002efi.2	NM_031490	Q86WA8
HGNC:26302	Approved	LONRF1	LON peptidase N-terminal domain and ring finger 1		FLJ23749|RNF191	ENSG00000154359	uc003wwd.2	NM_152271	Q17RB8
HGNC:24788	Approved	LONRF2	LON peptidase N-terminal domain and ring finger 2		FLJ45273|RNF192	ENSG00000170500	uc002tal.4	NM_198461	Q1L5Z9
HGNC:39828	Approved	LONRF2P1	LON peptidase N-terminal domain and ring finger 2 pseudogene 1			ENSG00000266605		NG_026274	
HGNC:39829	Approved	LONRF2P2	LON peptidase N-terminal domain and ring finger 2 pseudogene 2			ENSG00000233905		NG_024885	
HGNC:21152	Approved	LONRF3	LON peptidase N-terminal domain and ring finger 3	RNF127	FLJ22612	ENSG00000175556	uc004eqw.5	NM_024778	Q496Y0
HGNC:6663	Approved	LOR	loricrin			ENSG00000203782	uc001fbm.4	NM_000427	P23490
HGNC:6664	Approved	LOX	lysyl oxidase			ENSG00000113083	uc003ksu.4	NM_001178102	P28300
HGNC:26521	Approved	LOXHD1	lipoxygenase homology domains 1	DFNB77	FLJ32670|LH2D1	ENSG00000167210	uc010xcw.2	NM_144612	Q8IVV2
HGNC:6665	Approved	LOXL1	lysyl oxidase like 1		LOXL|LOL	ENSG00000129038	uc002awc.2	NM_005576	Q08397
HGNC:44169	Approved	LOXL1-AS1	LOXL1 antisense RNA 1			ENSG00000261801	uc059lff.1	NR_040066	
HGNC:6666	Approved	LOXL2	lysyl oxidase like 2		WS9-14|LOR	ENSG00000134013	uc003xdh.2	NM_002318	Q9Y4K0
HGNC:13869	Approved	LOXL3	lysyl oxidase like 3			ENSG00000115318	uc002smp.3	NM_032603	P58215
HGNC:17171	Approved	LOXL4	lysyl oxidase like 4		FLJ21889|LOXC	ENSG00000138131	uc001kpa.2	NM_032211	Q96JB6
HGNC:6667	Approved	LPA	lipoprotein(a)	LP	Lp(a)	ENSG00000198670	uc063sqy.1	NM_005577	P08519
HGNC:6668	Approved	LPAL1	lipoprotein(a) like 1						
HGNC:21210	Approved	LPAL2	"lipoprotein(a) like 2, pseudogene"	APOAL	APOARGC	ENSG00000213071		NM_024492	Q16609
HGNC:3166	Approved	LPAR1	lysophosphatidic acid receptor 1	EDG2	edg-2|rec.1.3|vzg-1|Gpcr26|Mrec1.3|LPA1|GPR26	ENSG00000198121	uc004bfb.4	NM_057159	Q92633
HGNC:3168	Approved	LPAR2	lysophosphatidic acid receptor 2	EDG4	EDG-4|LPA2	ENSG00000064547	uc002nnc.6	NM_004720	Q9HBW0
HGNC:14298	Approved	LPAR3	lysophosphatidic acid receptor 3	EDG7	LP-A3|Edg-7|RP4-678I3|HOFNH30|LPA3	ENSG00000171517	uc009wcj.2	NM_012152	Q9UBY5
HGNC:4478	Approved	LPAR4	lysophosphatidic acid receptor 4	GPR23	P2Y9|P2Y5-LIKE|P2RY9|LPA4	ENSG00000147145	uc010nme.4	NM_005296	Q99677
HGNC:13307	Approved	LPAR5	lysophosphatidic acid receptor 5	GPR93|GPR92	KPG_010|LPA5	ENSG00000184574	uc001qps.3	NM_020400	Q9H1C0
HGNC:15520	Approved	LPAR6	lysophosphatidic acid receptor 6	P2RY5	P2Y5	ENSG00000139679	uc001vcf.4	NM_005767	P43657
HGNC:25718	Approved	LPCAT1	lysophosphatidylcholine acyltransferase 1	AYTL2	FLJ12443|AGPAT9|AGPAT10	ENSG00000153395	uc003jcm.4	NM_024830	Q8NF37
HGNC:26032	Approved	LPCAT2	lysophosphatidylcholine acyltransferase 2	AYTL1	FLJ20481|AGPAT11|LysoPAFAT	ENSG00000087253	uc002eie.5	NM_017839	Q7L5N7
HGNC:38003	Approved	LPCAT2BP	"lysophosphatidylcholine acyltransferase 2b, pseudogene"			ENSG00000233228		NG_022792	
HGNC:30244	Approved	LPCAT3	lysophosphatidylcholine acyltransferase 3	OACT5|MBOAT5	C3F|nessy	ENSG00000111684	uc001qsi.4	NM_005768	Q6P1A2
HGNC:30059	Approved	LPCAT4	lysophosphatidylcholine acyltransferase 4	AYTL3|AGPAT7	FLJ10257|LPAAT-eta|LPEAT2	ENSG00000176454	uc001zig.4	NM_153613	Q643R3
HGNC:28985	Approved	LPGAT1	lysophosphatidylglycerol acyltransferase 1	FAM34A	KIAA0205|FAM34A1|NET8	ENSG00000123684	uc001hiv.3	NM_014873	Q92604
HGNC:31402	Approved	LPGAT1P1	lysophosphatidylglycerol acyltransferase 1 pseudogene 1	FAM34BP|FAM34A2P				NG_022384	
HGNC:13345	Approved	LPIN1	lipin 1		KIAA0188	ENSG00000134324	uc002rbt.5	NM_145693	Q14693
HGNC:14450	Approved	LPIN2	lipin 2		KIAA0249	ENSG00000101577	uc002klo.3	NM_014646	Q92539
HGNC:14451	Approved	LPIN3	lipin 3	LIPN3L	SMP2	ENSG00000132793	uc284pre.1	NM_022896	Q9BQK8
HGNC:6677	Approved	LPL	lipoprotein lipase	LIPD		ENSG00000175445	uc003wzk.5	NM_000237	P06858
HGNC:6678	Approved	LPO	lactoperoxidase		SPO	ENSG00000167419	uc002ivt.3	NM_001160102	P22079
HGNC:6679	Approved	LPP	LIM domain containing preferred translocation partner in lipoma			ENSG00000145012	uc032sne.1	NM_005578	Q93052
HGNC:40346	Approved	LPP-AS1	LPP antisense RNA 1			ENSG00000224563	uc032sng.2	NR_046623	
HGNC:27952	Approved	LPP-AS2	LPP antisense RNA 2		MYCLo-5|MYCLo-6	ENSG00000270959	uc021xip.2	NR_036497	
HGNC:14061	Approved	LPXN	leupaxin		LDPL	ENSG00000110031	uc001nmw.4	NM_004811	O60711
HGNC:6685	Approved	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)		LCA14	ENSG00000121207	uc063akh.1	NM_004744	O95237
HGNC:1742	Approved	LRBA	LPS responsive beige-like anchor protein	CDC4L	BGL|LAB300|LBA	ENSG00000198589	uc003ilu.5	NM_001199282	P50851
HGNC:20309	Approved	LRCH1	leucine rich repeats and calponin homology domain containing 1	CHDC1	KIAA1016	ENSG00000136141	uc001vbj.4	NM_015116	Q9Y2L9
HGNC:29292	Approved	LRCH2	leucine rich repeats and calponin homology domain containing 2		KIAA1495	ENSG00000130224	uc010nqe.4	NM_020871	Q5VUJ6
HGNC:28637	Approved	LRCH3	leucine rich repeats and calponin homology domain containing 3		MGC4126	ENSG00000186001	uc011bul.2	NM_032773	Q96II8
HGNC:6691	Approved	LRCH4	leucine rich repeats and calponin homology domain containing 4	LRN|LRRN1		ENSG00000077454	uc003uvj.4	NM_002319	O75427
HGNC:44160	Approved	LRCOL1	leucine rich colipase like 1			ENSG00000204583	uc021rgr.2	NM_001195520	A6NCL2
HGNC:6688	Entry Withdrawn	LRE3	entry withdrawn						
HGNC:6689	Entry Withdrawn	LRE4	entry withdrawn						
HGNC:29290	Approved	LRFN1	leucine rich repeat and fibronectin type III domain containing 1		KIAA1484|SALM2	ENSG00000128011	uc002okw.3	NM_020862	Q9P244
HGNC:21226	Approved	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	KIAA1246|SALM1	FIGLER2	ENSG00000156564	uc003oph.2	XM_166372	Q9ULH4
HGNC:28370	Approved	LRFN3	leucine rich repeat and fibronectin type III domain containing 3		MGC2656|SALM4|FIGLER1	ENSG00000126243	uc002oco.4	NM_024509	Q9BTN0
HGNC:28456	Approved	LRFN4	leucine rich repeat and fibronectin type III domain containing 4		MGC3103|SALM3.|FIGLER6	ENSG00000173621	uc001ojr.4	NM_024036	Q6PJG9
HGNC:20360	Approved	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	C14orf146	FIGLER8|SALM5	ENSG00000165379	uc001wvm.5	NM_152447	Q96NI6
HGNC:29480	Approved	LRG1	leucine rich alpha-2-glycoprotein 1		LRG	ENSG00000171236	uc002mau.4	NM_052972	P02750
HGNC:21964	Approved	LRGUK	leucine rich repeats and guanylate kinase domain containing		FLJ32786|CFAP246	ENSG00000155530	uc003vrm.2	NM_144648	Q96M69
HGNC:30299	Approved	LRIF1	ligand dependent nuclear receptor interacting factor 1	C1orf103	RIF1|FLJ11269	ENSG00000121931	uc001eaa.4	NM_018372	Q5T3J3
HGNC:17360	Approved	LRIG1	leucine rich repeats and immunoglobulin like domains 1		LIG-1|DKFZP586O1624|LIG1	ENSG00000144749	uc003dmx.4	NM_015541	Q96JA1
HGNC:20889	Approved	LRIG2	leucine rich repeats and immunoglobulin like domains 2		KIAA0806	ENSG00000198799	uc001edf.2	NM_014813	O94898
HGNC:30991	Approved	LRIG3	leucine rich repeats and immunoglobulin like domains 3		FLJ90440|KIAA3016	ENSG00000139263	uc001sqr.5	NM_153377	Q6UXM1
HGNC:23404	Approved	LRIT1	"leucine rich repeat, Ig-like and transmembrane domains 1"	LRRC21	PAL|DKFZP434K091|FIGLER9	ENSG00000148602	uc001kcz.2	NM_015613	Q9P2V4
HGNC:23443	Approved	LRIT2	"leucine rich repeat, Ig-like and transmembrane domains 2"	LRRC22	AC022389.4	ENSG00000204033	uc001kcy.5	XM_291697	A6NDA9
